release_date,movie,production_budget,domestic_gross,worldwide_gross
2015-06-26,Max,20,42.656255,43.658157
2008-03-21,Meet the Browns,20,41.975388,41.975388
2009-07-24,Orphan,20,41.596251,78.769428
2007-01-26,Epic Movie,20,39.739367,86.858578
2008-09-19,Lakeview Terrace,20,39.263506,44.821299
2006-10-13,The Grudge 2,20,39.143839,70.743839
2016-07-27,Nerve,20,38.583626,61.680792
1982-05-14,Conan the Barbarian,20,38.264085,79.114085
1998-08-14,How Stella Got Her Groove Back,20,37.672944,37.672944
1991-07-19,Bill & Ted's Bogus Journey,20,37.537675,37.537675
2006-10-13,Man of the Year,20,37.44218,41.34218
2016-02-19,Risen,20,36.880033,46.164361
2010-08-18,Vampires Suck,20,36.661504,81.424988
1979-12-21,The Black Hole,20,35.841901,35.841901
2010-09-01,The American,20,35.606376,67.950723
1997-03-21,Selena,20,35.450113,35.450113
2011-11-04,A Very Harold & Kumar 3D Christmas,20,35.061031,36.265745
2004-03-19,Eternal Sunshine of the Spotless Mind,20,34.366518,72.703462
2013-01-04,Texas Chainsaw 3D,20,34.341945,47.666013
2006-10-27,Babel,20,34.302837,132.121212
2014-09-19,This is Where I Leave You,20,34.29632,41.29632
2008-12-12,Doubt,20,33.44647,53.191101
2004-10-15,Team America: World Police,20,32.774834,50.948811
1995-10-27,Copycat,20,32.051917,32.051917
2013-04-12,Scary Movie V,20,32.015787,78.613981
2010-03-12,She's Out of My League,20,32.01086,48.680977
2008-11-26,Milk,20,31.841299,57.293371
1969-10-15,Paint Your Wagon,20,31.678778,31.678778
2011-08-31,The Debt,20,31.177548,46.604054
2002-10-25,Ghost Ship,20,30.113491,68.349884
2010-01-08,Daybreakers,20,30.101577,51.445503
2008-03-07,The Bank Job,20,30.06066,66.143005
1998-03-20,Wild Things,20,29.795299,55.576699
2009-10-16,The Stepfather,20,29.062561,29.227561
2000-03-31,High Fidelity,20,27.277055,47.881663
2006-04-28,Stick It,20,26.910736,30.399714
2008-01-04,One Missed Call,20,26.890041,44.513466
1996-01-12,Eye for an Eye,20,26.7927,26.7927
2008-04-11,Street Kings,20,26.415649,65.454793
2013-08-23,The World's End,20,26.004851,47.508505
1996-01-19,From Dusk Till Dawn,20,25.728961,25.732986
2010-09-24,You Again,20,25.702053,32.838945
2007-06-15,Nancy Drew,20,25.584685,30.703845
2010-09-17,Alpha and Omega 3D,20,25.107267,48.958353
2014-02-14,Endless Love,20,23.43825,34.718173
2006-09-08,The Covenant,20,23.364784,38.164784
2011-07-01,Monte Carlo,20,23.186769,39.686769
2006-03-24,Stay Alive,20,23.08648,23.187506
2005-10-07,2 For the Money,20,22.991379,30.491379
1998-12-04,Psycho,20,21.541218,37.226218
1990-10-19,Quigley Down Under,20,21.413105,21.413105
1995-09-27,To Die For,20,21.284514,27.688744
2009-08-21,Shorts,20,20.919166,29.870801
1998-10-30,Vampires,20,20.268825,20.268825
2008-09-19,Appaloosa,20,20.211394,27.911453
2015-11-20,Secret in Their Eyes,20,20.180155,30.808558
2004-08-13,Yu-Gi-Oh,20,19.76269,28.76269
2007-03-23,Reign Over Me,20,19.661987,20.081987
2008-09-19,My Best Friend's Girl,20,19.21925,34.787111
2007-05-11,Georgia Rule,20,18.88288,20.819601
1981-07-31,Under the Rainbow,20,18.82649,18.82649
1985-04-12,Ladyhawke,20,18.4,18.4
2007-09-21,Into the Wild,20,18.354356,56.82296
1998-09-11,Simon Birch,20,18.253415,18.310591
2005-02-11,Pooh's Heffalump Movie,20,18.098433,55.686944
2006-09-29,School for Scoundrels,20,17.807569,17.807569
2012-10-26,Silent Hill: Revelation 3D,20,17.530219,55.975672
1995-11-03,Home for the Holidays,20,17.468887,22.119269
2009-02-20,Fired Up,20,17.231291,18.60857
2005-04-08,Kung Fu Hustle,20,17.104669,102.034104
2002-07-26,The Country Bears,20,16.988996,16.988996
2003-11-21,21 Grams,20,16.248701,59.667625
2009-12-04,Armored,20,15.988876,23.661038
2007-12-14,The Kite Runner,20,15.800078,74.180745
2004-09-03,Paparazzi,20,15.712072,16.612072
2003-01-17,A Guy Thing,20,15.543862,17.430594
1965-02-15,The Greatest Story Ever Told,20,15.473333,15.473333
2000-07-21,Loser,20,15.464026,18.250106
1998-03-06,Twilight,20,15.055090999999999,15.055090999999999
2009-09-23,Capitalism: A Love Story,20,14.363397,19.121531
2012-04-13,Lockout,20,14.326865,33.943049
2008-08-29,Disaster Movie,20,14.190901,36.720752
2011-09-30,What's Your Number?,20,14.011084,30.163785
1997-11-14,The Man Who Knew Too Little,20,13.801755,13.801755
2009-04-17,Crank 2: High Voltage,20,13.684249,35.472739
2015-10-30,Burnt,20,13.651946,32.632668
2004-04-30,Envy,20,13.548322,14.566246
2006-10-13,One Night with the King,20,13.395961,13.725032
1994-10-21,Bullets Over Broadway,20,13.383747,13.383747
2008-09-19,Ghost Town,20,13.252641,29.843245
2002-11-22,The Quiet American,20,12.987647,26.348203
2016-02-26,Triple 9,20,12.639297,23.39038
2016-09-02,The Light Between Oceans,20,12.545979,19.45078
2005-10-28,The Weather Man,20,12.482775,15.466961
2002-08-23,Undisputed,20,12.398628,12.398628
2009-03-27,12 Rounds,20,12.234694,17.306648
2010-10-01,Let Me In,20,12.134935,28.270399
1994-05-06,3 Ninjas Kick Back,20,11.74496,11.74496
2008-02-22,Be Kind Rewind,20,11.175164,30.894247
2005-12-09,Mrs. Henderson Presents,20,11.036366,27.836366
1997-12-12,Deconstructing Harry,20,10.686841,10.686841
1999-10-22,Three to Tango,20,10.570375,10.570375
1989-12-15,We're No Angels,20,10.555348,10.555348
1996-12-06,Everyone Says I Love You,20,9.725847,34.6
2007-08-31,Death Sentence,20,9.534258,16.907831
2016-06-03,Popstar: Never Stop Never Stopping,20,9.49613,9.53712
2009-12-04,Everybody's Fine,20,9.208876,9.208876
2004-08-27,Super Babies: Baby Geniuses 2,20,9.109322,9.355369
2013-09-20,Battle of the Year,20,8.888355,16.723377
2016-04-29,Ratchet and Clank,20,8.81341,11.81341
2007-08-17,Death at a Funeral,20,8.580428,46.790428
2005-09-09,The Man,20,8.33072,10.393696
2007-01-05,Code Name: The Cleaner,20,8.135024,8.135024
2014-12-12,Inherent Vice,20,8.110975,8.692898
2004-04-16,Connie & Carla,20,8.047525,8.047525
2013-10-11,Machete Kills,20,8.008161,18.273009
1969-01-01,Sweet Charity,20,8,8
2006-02-24,Doogal,20,7.578946,28.058652
2005-09-16,Proof,20,7.535331,8.284331
2008-10-03,An American Carol,20,7.013191,7.022183
2003-03-14,Willard,20,6.882696,6.882696
2008-02-01,Strange Wilderness,20,6.575282,6.947084
2015-04-24,Little Boy,20,6.485961,17.684355
1999-12-17,Topsy Turvy,20,6.201757,6.201757
2012-10-26,Chasing Mavericks,20,6.002756,8.300821
2014-12-31,A Most Violent Year,20,5.749134,6.071433
2011-11-23,A Dangerous Method,20,5.702083,14.807531000000001
2006-07-07,A Scanner Darkly,20,5.501616,7.4050840000000004
2009-08-14,Bandslam,20,5.210988,12.967829
2005-01-28,Alone in the Dark,20,5.178569,8.178569
2004-10-29,Birth,20,5.005899,14.603001
2016-08-26,Hands of Stone,20,4.712792,4.754517
2008-10-24,Passchendaele,20,4.452423,4.453327
2008-10-03,Flash of Genius,20,4.442377,4.504111
2007-11-21,I'm Not There,20,4.017609,12.397613
2012-09-07,The Cold Light of Day,20,3.763583,25.361206
2009-05-15,The Brothers Bloom,20,3.531756,5.531756
2008-10-24,Synecdoche New York,20,3.083538,4.383538
1999-10-29,Mononoke-hime,20,2.374107,150.35
2004-03-19,Bon Voyage,20,2.353728,8.361736
2015-11-13,My All-American,20,2.246,2.246
1980-06-20,Can't Stop the Music,20,2,2
2006-05-05,The Proposition,20,1.903434,5.313608
2003-08-22,Marci X,20,1.646664,1.646664
2002-12-06,Equilibrium,20,1.190018,5.345869
2011-04-29,Dylan Dog: Dead of Night,20,1.186538,6.093725
2012-08-29,The Oogieloves in the BIG Balloon Adventure,20,1.065907,1.065907
2008-05-23,The Children of Huang Shi,20,1.031872,8.2217
2000-10-20,The Yards,20,0.88271,2.28271
2010-12-03,All Good Things,20,0.582024,0.873617
2017-04-28,Jìyì dàshī,20,0.570992,42.826373
2015-11-13,By the Sea,20,0.53846,3.727746
2005-03-18,Steamboy,20,0.468867,10.468867
2005-04-22,The Game of Their Lives,20,0.375474,0.375474
1994-09-11,Rapa Nui,20,0.30507,0.30507
2010-12-10,The Tempest,20,0.277943,0.277943
2008-03-07,長江七號 (CJ7),20,0.206678,47.300771
2009-09-18,The Burning Plain,20,0.20073,1.167092
1998-03-27,Couloirs du temps: Les visiteurs 2 Les,20,0.146072,26.146072
2003-04-25,People I Know,20,0.121972,5.694213
2015-10-30,Regression,20,0.055039,14.883495
2008-12-31,Koltchak,20,0,38.585047
2012-12-31,Zambezia,20,0,34.454631
2010-04-13,Three Kingdoms: Resurrection of the Dragon,20,0,22.13959
2004-03-31,The Touch,20,0,5.918742
2015-05-29,Survivor,20,0,0.774905
2007-12-25,Butterfly on a Wheel,20,0,0
2007-12-31,Ramanujan,20,0,0
2020-12-31,Story of Bonnie and Clyde The,20,0,0
2014-08-29,Dwegons and Leprechauns,20,0,0
2016-11-18,The History of Love,20,0,0
2016-06-30,Fight Valley,20,0,0
2017-12-31,The Thousand Miles,20,0,0
2009-08-21,Der Baader Meinhof Komplex,19.7,0.47627,16.498827
2006-12-20,The Painted Veil,19.4,8.060487,15.118795
2013-08-23,The Frozen Ground,19.2,0,5.61746
2011-07-29,The Devil's Double,19.1,1.361512,2.406666
1985-07-03,Back to the Future,19,212.259762,385.524862
1990-11-09,Dances with Wolves,19,184.208842,424.2
2000-07-07,Scary Movie,19,157.019771,277.2
2011-06-24,Bad Teacher,19,100.292856,215.448997
2016-08-12,Sausage Party,19,97.670358,140.428314
1989-09-15,Sea of Love,19,58.571513,58.571513
2003-01-10,Just Married,19,56.127162,101.564935
2009-09-11,I Can Do Bad All By Myself,19,51.733921,51.733921
2004-07-16,A Cinderella Story,19,51.438175,70.164105
1980-05-23,The Shining,19,44.017374,44.391156
2001-10-26,Thirteen Ghosts,19,41.86796,68.46796
1999-10-29,House on Haunted Hill,19,40.846082,65.090541
2010-02-26,The Crazies,19,39.123589,56.445534
2009-01-16,Notorious,19,36.843682,45.005151
2010-08-20,The Switch,19,27.758465,49.858465
2010-01-08,Leap Year,19,25.91892,32.61892
2013-11-08,The Book Thief,19,21.488481,76.086711
2007-10-19,Gone Baby Gone,19,20.300218,34.352162
2000-07-26,Thomas and the Magic Railroad,19,15.911332,15.911332
1962-11-08,Mutiny on The Bounty,19,13.68,13.68
2002-09-20,Sen to Chihiro no Kamikakushi,19,10.049886,274.949886
2008-10-17,Sex Drive,19,8.402485,10.412485
1998-01-09,Firestorm,19,8.12386,8.12386
2011-03-04,Take Me Home Tonight,19,6.928068,7.576604
2012-09-28,Won't Back Down,19,5.310554,5.714913
1964-01-01,The Fall of the Roman Empire,19,4.75,4.75
1993-11-24,The Nutcracker,19,2.119994,2.119994
1996-08-16,Kansas City,19,1.353824,1.353824
2013-12-31,Out of Inferno,19,0,0
2005-06-24,George A. Romero's Land of the Dead,18.975,20.700082,47.751015
2006-12-15,Indigènes,18.9,0.3207,26.063572
2005-04-15,The Amityville Horror,18.5,65.233369,109.175673
2002-12-06,Adaptation,18.5,22.49852,32.531759
2009-10-02,The Invention of Lying,18.5,18.451251,32.679264
1998-05-22,Fear and Loathing in Las Vegas,18.5,10.680275,13.711903
2008-07-04,Ne le dis à personne,18.5,6.198883,33.954018
2001-02-02,Left Behind,18.5,4.221341,4.221341
2014-05-09,Neighbors,18,150.0868,270.944428
2006-11-03,Borat,18,128.505958,261.443242
1994-07-29,The Mask,18,119.920129,351.620129
1988-06-03,Big,18,114.968774,151.668774
2001-07-13,Legally Blonde,18,96.493426,141.809235
2004-04-30,Mean Girls,18,86.047227,130.953026
1984-06-01,Star Trek III: The Search for Spock,18,76.471046,87
2005-09-09,The Exorcism of Emily Rose,18,75.072454,144.529078
1999-12-10,Deuce Bigalow: Male Gigolo,18,65.535067,92.935067
2004-02-06,Barbershop 2: Back in Business,18,65.070412,65.842412
2005-12-16,The Family Stone,18,60.062868,92.357499
2003-11-26,Bad Santa,18,60.060328,77.147031
1987-06-12,Predator,18,59.735548,98.267558
2016-03-25,My Big Fat Greek Wedding 2,18,59.689605,91.651878
2015-09-11,The Perfect Guy,18,57.017904,60.264805
1997-05-02,Austin Powers: International Man of Mystery,18,53.883989,67.683989
2011-03-25,Diary of a Wimpy Kid: Rodrick Rules,18,52.698535,73.695194
1984-09-19,Amadeus,18,51.973029,51.973029
2008-04-11,Prom Night,18,43.86935,57.193655
2011-04-08,Soul Surfer,18,43.853424,47.158652
2003-09-26,Under the Tuscan Sun,18,43.601508,57.490024
2014-10-17,Birdman or (The Unexpected Virtue of Ignorance),18,42.340598,103.215094
1986-10-10,Peggy Sue Got Married,18,41.382841,41.382841
2001-12-26,Gosford Park,18,41.300105,41.300105
2002-01-11,Orange County,18,41.059716,43.308707
2013-07-26,Blue Jasmine,18,33.404871,102.912961
2006-04-28,United 93,18,31.567134,77.635035
2003-12-05,Honey,18,30.272254,62.646763
2005-10-14,The Fog,18,29.511112,37.048526
1996-05-24,Spy Hard,18,26.936265,26.936265
2015-08-07,Ricki and the Flash,18,26.822144,41.148679
1989-12-13,Glory,18,26.59358,26.59358
1984-06-29,Conan the Destroyer,18,26.4,26.4
2015-11-13,Love the Coopers,18,26.302731,42.167286
1970-06-24,Catch-22,18,24.91167,24.91167
2009-04-10,Observe and Report,18,24.007324,27.148898
1980-11-14,Raging Bull,18,23.380203,23.380203
2009-09-18,Love Happens,18,22.96511,36.133014
2009-09-25,Fame,18,22.45551,80.227619
2017-04-28,The Circle,18,20.229805,26.764805
1985-12-04,Young Sherlock Holmes,18,19.739,19.739
2010-11-05,127 Hours,18,18.33523,60.217171
2000-05-19,Small Time Crooks,18,17.266359,29.934477
2000-05-12,Center Stage,18,17.200925,21.361109
2016-01-15,Norm of the North,18,17.062499,27.392196
2004-02-06,Catch That Kid,18,16.703799,16.959614
2013-08-16,Jobs,18,16.13141,43.402515
2001-10-26,Life as a House,18,15.652637,23.889158
2010-01-08,Youth in Revolt,18,15.285588,19.685588
2014-07-25,And So It Goes,18,15.160801,17.360801
2009-07-10,I Love You Beth Cooper,18,14.800725,16.382538
1981-07-24,Blow Out,18,13.747234,13.747234
2001-03-30,Tailor of Panama,18,13.491653,27.491653
1981-05-22,The Legend of the Lone Ranger,18,13.4,13.4
2014-01-31,Labor Day,18,13.371528,14.18981
2013-08-30,Getaway,18,10.501938,11.813989
1997-09-26,The Ice Storm,18,8.038061,16.011975
2004-10-15,Being Julia,18,7.739049,14.488705
1989-03-22,Troop Beverly Hills,18,7.190505,7.190505
1986-02-21,Nine 1/2 Weeks,18,6.734844,6.734844
2010-01-15,The Last Station,18,6.617867,15.696146
1981-06-26,Dragonslayer,18,6,6
1994-09-30,Ed Wood,18,5.828466,5.828466
2008-06-06,Mongol,18,5.705761,27.147349
2008-10-08,RocknRolla,18,5.700626,27.794339
1982-06-25,Megaforce,18,5.675599,5.675599
2010-08-20,Mao's Last Dancer,18,4.80675,25.941437
1996-12-25,Hamlet,18,4.501094,7.12967
2014-04-11,The Railway Man,18,4.438438,23.91021
1995-12-29,Restoration,18,4.1,4.1
2016-03-18,Midnight Special,18,3.712282,6.841142
2016-11-25,Miss Sloane,18,3.500605,4.972146
2013-09-27,Metallica Through the Never,18,3.419967,9.082906
2003-09-19,Anything Else,18,3.203044,13.203044
1996-02-23,Unforgettable,18,2.48379,2.48379
2017-03-17,T2: Trainspotting,18,2.39541,41.850307
2009-12-30,Das Weisse Band: Eine deutsche Kindergeschichte,18,2.222862,25.727044
1986-04-25,8 Million Ways to Die,18,1.305114,1.305114
2013-03-01,Phantom,18,1.034589,1.19951
2002-04-26,The Salton Sea,18,0.676698,0.676698
2009-04-24,The Informers,18,0.315,0.315
1999-09-24,One Man's Hero,18,0.229311,0.229311
2010-10-15,Carlos,18,0.145526,0.157002
2006-09-22,Renaissance,18,0.070644,2.401413
2008-12-31,I Come with the Rain,18,0,0.627422
2016-04-15,I Am Wrath,18,0,0.006784
2008-04-08,Day of the Dead,18,0,0
2014-08-22,The Prince,18,0,0
2014-11-14,Wolves,18,0,0
2016-02-19,Forsaken,18,0,0
1985-06-28,Red Sonja,17.9,6.905861,6.905861
2012-07-13,Red Lights,17.7,0.049521,14.518884
2007-08-17,Superbad,17.5,121.463226,169.955142
2009-02-20,Madea Goes To Jail,17.5,90.508336,90.508336
2008-02-14,Step Up 2 the Streets,17.5,58.017783,148.58691
2005-12-16,Hoodwinked,17.5,51.386611,109.84339
2007-11-21,Hitman,17.5,39.687694,99.135571
2004-12-22,Hotel Rwanda,17.5,23.519128,36.521223
2006-08-25,Beerfest,17.5,19.185184,20.159316
2013-11-27,Black Nativity,17.5,7.018188,7.285135
2003-04-25,City of Ghosts,17.5,0.325491,0.325491
2007-12-31,Taxi 4,17.5,0,60.865364
2001-08-10,The Others,17,96.522687,207.765056
1986-07-18,Aliens,17,85.160248,183.316455
2014-08-13,Let’s Be Cops,17,82.390774,136.890774
1997-10-17,I Know What You Did Last Summer,17,72.250091,125.250091
1964-10-22,My Fair Lady,17,72,72.070731
2004-10-22,Sideways,17,71.502303,109.793192
2013-11-15,The Best Man Holiday,17,70.525195,72.83571
2009-02-13,Friday the 13th,17,65.002019,92.670237
2012-09-28,Pitch Perfect,17,65.001093,116.044347
1998-08-05,Halloween: H2O,17,55.041738,55.041738
2013-04-05,Evil Dead,17,54.239856,97.778356
2004-08-27,Jet Li's Hero,17,53.65214,177.535958
2010-10-29,Saw 3D,17,45.710178,133.735284
2015-02-20,McFarland USA,17,44.480275,45.707924
2016-11-11,Almost Christmas,17,42.065185,42.141196
2006-03-10,The Hills Have Eyes,17,41.778863,70.355813
2002-03-01,40 Days and 40 Nights,17,37.939782,95.092667
2003-10-10,Good Boy!,17,37.667746,45.312217
2007-01-26,Smokin' Aces,17,35.662731,57.26344
1998-10-02,A Night at the Roxbury,17,30.331165,30.331165
2011-03-04,Beastly,17,27.865571,38.02823
2010-03-05,Brooklyn's Finest,17,27.163593,39.233233
1982-07-09,Tron,17,26.918576,26.918576
2010-08-20,Lottery Ticket,17,24.719879,24.719879
2003-09-05,Dickie Roberts: Former Child Star,17,22.734486,23.734486
2006-03-31,ATL,17,21.170563,21.170563
2001-08-24,Summer Catch,17,19.693891,19.693891
1998-12-11,A Simple Plan,17,16.316273,16.316273
2006-03-24,Larry the Cable Guy: Health Inspector,17,15.680099,15.680099
2002-11-27,Wes Craven Presents: They,17,12.840842,16.140842
1999-10-01,The Adventures of Elmo in Grouchland,17,11.634458,11.634458
1987-07-24,Superman IV: The Quest for Peace,17,11.227824,11.227824
1963-01-01,55 Days at Peking,17,10,10
2009-06-05,My Life in Ruins,17,8.665206,20.465206
2006-04-21,American Dreamz,17,7.314027,16.510971
2008-01-25,How She Move,17,7.070641,8.607815
2006-02-24,Running Scared,17,6.855137,9.729088
2012-08-24,The Apparition,17,4.936819,10.637281
2004-04-30,Bobby Jones: Stroke of Genius,17,2.694071,2.694071
1986-08-29,Shanghai Surprise,17,2.315,2.315
2010-12-25,L'illusionniste,17,2.231474,8.609949
1981-01-01,Roar,17,2.11005,2.11005
2003-10-17,Veronica Guerin,17,1.569918,9.438074
2016-06-10,Genius,17,1.361045,5.652432
2007-11-14,Southland Tales,17,0.27538,0.364607
2015-06-26,Escobar: Paradise Lost,17,0.195792,1.973945
2009-06-23,Chasseurs de dragons,17,0,13.446115
1977-10-21,Damnation Alley,17,0,0
2016-03-11,The Young Messiah,16.8,6.469813,7.313697
2006-11-10,FUR: An Imaginary Portrait of Diane Arbus,16.8,0.223202,2.281089
1991-11-27,My Girl,16.5,58.011485,58.011485
1987-12-11,Wall Street,16.5,43.8481,43.8481
1995-12-11,Sense and Sensibility,16.5,42.993774,134.993774
2006-08-18,The Illusionist,16.5,39.868642,83.792062
2007-08-03,Becoming Jane,16.5,18.663911,39.380876
2003-12-19,House of Sand and Fog,16.5,13.005485,16.157923
2007-09-21,Sydney White,16.5,11.892415,13.636339
2007-12-31,Arn - Tempelriddaren,16.5,0,21.404122
1989-06-02,Dead Poets Society,16.4,95.860116,239.5
1994-12-16,Dumb & Dumber,16,127.175374,246.4
1989-07-14,When Harry Met Sally…,16,92.823546,92.96196
2000-05-19,Road Trip,16,68.525609,119.73911
1982-12-08,The Verdict,16,53.97725,53.97725
1999-01-15,Varsity Blues,16,52.894169,54.294169
2012-05-25,Moonrise Kingdom,16,45.512466,68.582095
2011-11-25,The Artist,16,44.667095,128.256712
2009-01-09,The Unborn,16,42.67041,78.208812
2002-08-02,The Master of Disguise,16,40.36353,40.36353
2006-10-06,The Texas Chainsaw Massacre: The Beginning,16,39.517763,50.517763
2006-12-29,El Laberinto del Fauno,16,37.634615,87.041569
2011-02-04,The Roommate,16,37.300107,52.545707
2007-02-02,The Messengers,16,35.374833,53.774833
2001-03-02,See Spot Run,16,33.357476,43.057552
1991-08-09,Double Impact,16,29.090445,29.090445
2001-06-27,Baby Boy,16,28.734552,28.734552
2001-04-11,Joe Dirt,16,27.087695,30.987695
2008-09-12,The Women,16,26.902075,50.103808
2007-04-20,Hot Fuzz,16,23.618786,81.742618
2008-08-15,Vicky Cristina Barcelona,16,23.216709,104.504817
2000-06-16,Boys and Girls,16,21.799652,21.799652
1994-11-18,Léon,16,19.284974,45.284974
2010-03-12,Remember Me,16,19.06824,56.50612
2002-10-11,White Oleander,16,16.35777,21.65777
2009-09-18,Jennifer's Body,16,16.204793,31.943401
2000-03-03,Drowning Mona,16,15.427192,15.980376
1987-01-30,Radio Days,16,14.792779,14.792779
2003-07-18,How to Deal,16,14.108518,14.108518
2014-10-03,Left Behind,16,14.019924,20.769209
2004-05-28,Soul Plane,16,13.922211,14.553807
1988-12-09,My Stepmother Is an Alien,16,13.854,13.854
2012-06-29,People Like Us,16,12.431792,12.519804
1999-05-28,The Thirteenth Floor,16,11.810854,11.810854
2004-09-03,The Cookout,16,11.540112,11.540112
1979-10-19,Meteor,16,8.4,8.4
1986-03-07,Highlander,16,5.9,12.9
2016-11-18,Bleed for This,16,5.083906,6.2474170000000004
2002-05-03,Hollywood Ending,16,4.839383,14.839383
2000-09-15,Duets,16,4.734235,6.615452
1999-08-13,Detroit Rock City,16,4.217115,4.217115
2007-10-19,Things We Lost in the Fire,16,3.287315,8.120148
2014-11-14,The Homesman,16,2.429989,3.442853
2013-04-05,Trance,16,2.322593,22.594052
2014-05-16,The Immigrant,16,2.013456,7.585011
1997-08-15,Steel,16,1.686429,1.686429
2005-12-21,The White Countess,16,1.669971,2.814566
2008-07-25,Bienvenue chez les Ch'tis,16,1.47765,247.474497
2014-10-01,Men Women and Children,16,0.705908,1.705908
2010-09-24,Enter the Void,16,0.337997,1.467278
2008-12-31,Good,16,0.031631,0.031631
2012-11-02,Vamps,16,0.003361,0.094812
2010-05-11,Haeundae,16,0,64.733391
2010-03-09,Hachiko: A Dog's Story,16,0,47.707417
2013-12-31,Zulu,16,0,1.844228
2002-06-21,Juwanna Mann,15.6,13.571817,13.771817
2007-06-08,La Môme,15.5,10.299782,88.611837
2002-11-15,Ararat,15.5,1.693,1.693
2007-04-13,Slow Burn,15.5,1.237615,1.237615
2005-04-22,Madison,15.5,0.517262,0.517262
2010-02-26,The Yellow Handkerchief,15.5,0.318623,0.318623
2002-09-27,Wasabi,15.3,0.081525,7
2006-03-31,Slither,15.25,7.80245,12.930343
1990-11-16,Home Alone,15,285.761243,476.684675
1984-12-05,Beverly Hills Cop,15,234.760478,316.3
1986-05-16,Top Gun,15,179.800601,356.800601
1982-12-17,Tootsie,15,177.2,177.2
1987-11-25,3 Men and a Baby,15,167.78096,167.78096
2010-11-26,The King’s Speech,15,138.797449,430.821168
1999-09-15,American Beauty,15,130.058047,356.258047
2000-12-08,Crouching Tiger Hidden Dragon,15,128.067808,213.514672
1988-12-09,Twins,15,111.936388,216.6
1996-12-20,Scream,15,103.046663,173.046663
2013-10-25,Jackass Presents: Bad Grandpa,15,102.003019,160.903019
1985-12-18,The Color Purple,15,93.589701,93.589701
2014-11-28,The Imitation Game,15,91.125143,227.773686
1988-03-30,Beetle Juice,15,73.326666,73.326666
1959-11-18,Ben-Hur,15,73,73
2013-01-18,Mama,15,71.62818,148.095566
1980-10-10,Private Benjamin,15,69.847348,69.847348
1980-03-07,Coal Miner's Daughter,15,67.182787,67.182787
1987-03-06,Lethal Weapon,15,65.19235,120.19235
2010-03-19,Diary of a Wimpy Kid,15,64.003625,76.954311
1983-07-29,National Lampoon’s Vacation,15,61.4,61.4
2007-08-31,Halloween,15,58.269151,77.514401
2006-09-30,The Queen,15,56.441711,128.885873
2007-10-12,Why Did I Get Married?,15,55.204525,55.934178
2012-02-03,The Woman in Black,15,54.33329,128.955898
1994-12-21,Little Women,15,50.003303,50.003303
1979-01-01,The Deer Hunter,15,50,50
2006-02-03,When a Stranger Calls,15,47.860214,67.215435
2002-02-08,Big Fat Liar,15,47.811275,52.461017
1997-08-15,Cop Land,15,44.906632,63.706632
1997-12-25,Wag the Dog,15,43.05747,64.252038
2013-02-22,Snitch,15,42.930462,57.907734
2003-05-02,The Lizzie McGuire Movie,15,42.734455,55.534455
2015-12-04,Krampus,15,42.725475,61.788393
2012-09-21,End of Watch,15,41.003371,57.586606
1998-12-25,The Faculty,15,40.283321,40.283321
1993-06-09,What's Love Got to Do With It,15,39.100956,39.100956
2001-12-14,Not Another Teen Movie,15,37.882551,62.401343
2014-12-03,Wild,15,37.880356,52.501541
1962-12-16,Lawrence of Arabia,15,37.495385,69.995385
2014-11-07,The Theory of Everything,15,35.893537,123.327692
2011-09-16,Drive,15,35.060689000000004,78.054825
2000-03-31,The Skulls,15,35.00718,35.00718
1966-10-10,Hawaii,15,34.562222,34.562222
2003-04-18,Malibu's Most Wanted,15,34.308901,34.499204
2009-09-04,All About Steve,15,33.862903,40.127259
2000-04-28,Where the Heart Is,15,33.771174,40.862054
2009-08-28,Halloween 2,15,33.392973,38.51285
2009-03-13,The Last House on the Left,15,32.752215,46.526243
2005-02-18,Because of Winn-Dixie,15,32.647042,33.508485
2005-02-04,The Wedding Date,15,31.726995,47.175038
1987-09-25,The Princess Bride,15,30.857,30.857
2002-07-12,Halloween: Resurrection,15,30.259652,37.659652
2007-12-25,The Great Debaters,15,30.226144,30.261293
2014-08-22,When the Game Stands Tall,15,30.127963,30.138912
1981-06-12,Clash of the Titans,15,30,44.4
2004-02-20,Confessions of a Teenage Drama Queen,15,29.331068,33.118854
1998-04-17,The Object of my Affection,15,29.145924,29.145924
2007-05-11,28 Weeks Later,15,28.638916,64.232714
1997-04-11,Grosse Pointe Blank,15,28.084357,31.070412
2000-04-21,Love and Basketball,15,27.441122,27.709625
2000-10-27,Book of Shadows: Blair Witch 2,15,26.421314,47.721314
1997-10-10,Boogie Nights,15,26.410771,43.111725
2010-07-23,Ramona and Beezus,15,26.167002,27.469621
2014-08-27,The November Man,15,25.018119,34.820335
1996-05-03,The Craft,15,24.769466,55.669466
2005-12-28,Match Point,15,23.089926,87.989926
1993-11-05,The Remains of the Day,15,22.954968,63.954968
1993-01-15,Nowhere to Run,15,22.189039,52.189039
2000-09-22,Urban Legends: Final Cut,15,21.468807,38.574362
2013-03-29,The Place Beyond the Pines,15,21.403519,47.011449
2006-10-20,Flicka,15,21.000147,21.896367
2007-03-23,The Hills Have Eyes II,15,20.804166,37.466538
2016-04-29,Keanu,15,20.591853,20.609977
2010-12-22,Country Strong,15,20.218921,20.601987
2002-10-11,Tuck Everlasting,15,19.161999,19.344615
2006-10-13,The Marine,15,18.844784,22.165608
